date,source,target,outflow_usd
2025-11-22,cosmos,mantra,22817.24928
2025-11-22,cosmos,neutron,289791.0968904
2025-11-22,cosmos,osmosis,1231437.6823644
2025-11-22,cosmos,stride,26921.29482252
2025-11-22,cosmos,terra,21554.9727498
2025-11-22,injective,celestia,9918.43260595
2025-11-22,injective,cosmos,5568.046986375
2025-11-22,injective,kava,920.39454485
2025-11-22,injective,osmosis,122485.45276803951
2025-11-22,injective,stride,68.739339587
2025-11-22,injective,terra,308.89668287075
2025-11-22,kava,akash,22.001910108983
2025-11-22,kava,cosmos,36.25193730375
2025-11-22,kava,injective,19.556441961133
2025-11-22,kava,osmosis,2404.568435158967
2025-11-22,kava,terra,268.92511126047697
2025-11-22,mantra,cosmos,667.6218485759999
2025-11-22,mantra,osmosis,129.32741649947397
2025-11-22,neutron,axelar,665.2407404216302
2025-11-22,neutron,celestia,613.7600626685504
2025-11-22,neutron,cosmos,3815.447079892516
2025-11-22,neutron,osmosis,1867.0511975161144
2025-11-22,neutron,stride,30.66656497233166
2025-11-22,neutron,terra,281.50071609203115
2025-11-22,osmosis,akash,3489.6274809825595
2025-11-22,osmosis,atomone,5503.0533972760795
2025-11-22,osmosis,axelar,58767.335254209596
2025-11-22,osmosis,celestia,2555.332355013768
2025-11-22,osmosis,coreum,773.3350560851279
2025-11-22,osmosis,cosmos,38979.60397510319
2025-11-22,osmosis,injective,1875.443314236213
2025-11-22,osmosis,kava,1758.893087635416
2025-11-22,osmosis,mantra,146.365506442728
2025-11-22,osmosis,neutron,4695.81764301216
2025-11-22,osmosis,saga,75.87158300884799
2025-11-22,osmosis,sei,11.302437784031998
2025-11-22,osmosis,stride,11955.952669698865
2025-11-22,osmosis,terra,2113.3038181065117
2025-11-22,saga,axelar,629.723825351007
2025-11-22,saga,osmosis,84.72817741601399
2025-11-22,sei,osmosis,17.936159356583996
2025-11-22,stride,celestia,43.844088021348
2025-11-22,stride,cosmos,606.338067556257
2025-11-22,stride,injective,0.71586031136502
2025-11-22,stride,neutron,52.45943731979101
2025-11-22,stride,osmosis,8131.818685577827
2025-11-22,stride,terra,0.06442033014
2025-11-22,terra,axelar,1882.55356185336
2025-11-22,terra,cosmos,611.95594063956
2025-11-22,terra,injective,4.05499161088164
2025-11-22,terra,kava,166.14690857608798
2025-11-22,terra,neutron,607.004324809872
2025-11-22,terra,osmosis,541.3442943923519
2025-11-22,terra,stride,0.08120387087999999
2025-11-23,akash,cosmos,45.638659157325996
2025-11-23,akash,kava,54.027301414081
2025-11-23,akash,osmosis,19117.08068197752
2025-11-23,atomone,osmosis,40349.409787699995
2025-11-23,axelar,celestia,6.7685645855850005
2025-11-23,axelar,cosmos,0.7286930074050001
2025-11-23,axelar,neutron,3721.1563306237654
2025-11-23,axelar,osmosis,51919.40112575701
2025-11-23,axelar,saga,499.64435355384006
2025-11-23,axelar,terra,3515.6050309391553
2025-11-23,celestia,axelar,31.981049473001
2025-11-23,celestia,injective,2226.764789840381
2025-11-23,celestia,neutron,8007.75928696804
2025-11-23,celestia,osmosis,8894.116881531514
2025-11-23,celestia,stride,236.373563576442
2025-11-23,coreum,cosmos,1.457891717128
2025-11-23,coreum,osmosis,1130.13038279064
2025-11-23,cosmos,akash,237.91511397999997
2025-11-23,cosmos,axelar,276998.25390331
2025-11-23,cosmos,coreum,46.00530807999999
2025-11-23,cosmos,injective,34246.878635049994
2025-11-23,cosmos,kava,63970.381427399996
2025-11-23,cosmos,mantra,24371.095967369998
2025-11-23,cosmos,neutron,520292.1786055999
2025-11-23,cosmos,osmosis,2941957.5532523
2025-11-23,cosmos,stride,10904.509804669999
2025-11-23,cosmos,terra,29106.558451769997
2025-11-23,injective,celestia,19352.171575800003
2025-11-23,injective,cosmos,73678.54367700001
2025-11-23,injective,kava,653.3333262
2025-11-23,injective,neutron,1296.4718790000002
2025-11-23,injective,osmosis,53678.139346674
2025-11-23,injective,stride,23.6572615116
2025-11-23,injective,terra,130.19353058340002
2025-11-23,kava,akash,12.733170537451
2025-11-23,kava,cosmos,2892.09839571198
2025-11-23,kava,injective,13.729315899480998
2025-11-23,kava,osmosis,1996.435625473289
2025-11-23,kava,terra,951.2070707451129
2025-11-23,mantra,cosmos,700.3437374623229
2025-11-23,mantra,osmosis,363.725524786563
2025-11-23,neutron,axelar,1135.8283219386942
2025-11-23,neutron,celestia,517.3085469066996
2025-11-23,neutron,cosmos,8320.522884646782
2025-11-23,neutron,injective,9.63710043127845
